type;carrier;tech;region;year;lifetime;capacity_cost;from_bus_0;from_bus_1;from_bus_2;from_bus_3;from_bus_4;to_bus_0;to_bus_1;to_bus_2;to_bus_3;to_bus_4;to_bus_5;to_bus_6;name;groups;conversion_factor_iip_steel_raw_iron;conversion_factor_sec_waste_heat_high_steel;conversion_factor_pri_coal;conversion_factor_iip_coke;conversion_factor_sec_elec_ind;conversion_factor_sec_heavy_fuel_oil;conversion_factor_iip_steel_blafu_slag;conversion_factor_iip_steel_sinter
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;300.0;sec_elec_ind;pri_coal;iip_coke;sec_heavy_fuel_oil;iip_steel_sinter;iip_steel_raw_iron;sec_waste_heat_high_steel;iip_steel_blafu_slag;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;emi_co2_neg_fuel_cc_ind;ind_steel_blafu_cc_1--7;{};1.0;2.0;2.323035;10.110375;0.66;0.1;0.25;0.97
