type;carrier;tech;capacity_cost;region;year;from_bus;to_bus;name
conversion;carrier;tech;[805.22, 660.69, 516.17, 371.64, 315.89, 260.15, 241.57, 161.04, 161.04, 161.04];DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];ch4;electricity;x2x_other_dac_lt_1--28
