type;carrier;tech;storage_capacity_cost;lifetime;fixed_costs;marginal_cost;efficiency;region;year;bus;name
storage;carrier;tech;[970.65, 852.83, 735.0, 577.93, 549.02, 520.14, 491.25, 462.35, 462.35, 462.35];20;[4.1299497e-05, 3.6284558e-05, 3.126961913e-05, 2.4583033913e-05, 2.3353882217e-05, 2.21247305217e-05, 2.08955788261e-05, 1.96664271304e-05, 1.96664271304e-05, 1.96664271304e-05];[9.498884304e-06, 8.3454483528e-06, 7.1920124016e-06, 5.6540978e-06, 5.37139291e-06, 5.08868802e-06, 4.80598313e-06, 4.52327824e-06, 4.52327824e-06, 4.52327824e-06];72.0;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];sec_hydrogen;x2x_storage_hydrogen_lohc_1--34
