type;carrier;amount;marginal_cost;region;year;bus;name
commodity;pri_coal;9999;[7.6, 7.6, 7.2, 6.5, 6.4, 6.3, 6.2, 6.1, 6.1, 6.1];DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];pri_coal;x2x_import_coal--24
