type;carrier;tech;region;year;lifetime;from_bus_0;from_bus_1;from_bus_2;to_bus_0;to_bus_1;name;groups;conversion_factor_sec_hydrogen_orig;conversion_factor_sec_elec;conversion_factor_sec_heat_high;conversion_factor_emi_co2_reusable
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];25;sec_elec;sec_hydrogen_orig;emi_co2_reusable;sec_natural_gas_syn;sec_heat_high;x2x_p2gas_sabm_1--32;{};1.2;0.01;[0.08, 0.083, 0.086, 0.09, 0.0925, 0.095, 0.0975, 0.1, 0.1, 0.1];0.06
