type;carrier;tech;storage_capacity_cost;lifetime;fixed_costs;marginal_cost;efficiency;region;year;bus;name
storage;carrier;tech;[3467.0, 3122.0, 2776.0, 2315.0, 2027.0, 1739.0, 1565.0, 1391.0, 1391.0, 1391.0];100;[7.37491e-05, 6.6374192e-05, 5.899928139e-05, 4.91660678e-05, 4.3020309e-05, 3.687455087e-05, 3.318709578e-05, 2.94996407e-05, 2.94996407e-05, 2.94996407e-05];[3.9212397395e-05, 3.52911576522e-05, 3.1369917913e-05, 2.6141598263e-05, 2.28738984783e-05, 1.9606198697e-05, 1.76455788261e-05, 1.568495895783e-05, 1.568495895783e-05, 1.568495895783e-05];99.0;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];sec_hydrogen;x2x_storage_hydrogen_new_1--35
