type;carrier;tech;region;year;lifetime;capacity_cost;from_bus_0;from_bus_1;to_bus_0;name;groups;conversion_factor_iip_steel_crudesteel;conversion_factor_sec_elec_ind;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];40;400.0;sec_elec_ind;sec_hydrogen;iip_steel_crudesteel;ind_steel_hyddri_1--17;{};1.0;[0.7000000000000001, 0.7000000000000001, 0.7000000000000001, 0.7000000000000001, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7];17.0
