type;carrier;tech;region;year;lifetime;capacity;from_bus_0;from_bus_1;from_bus_2;from_bus_3;from_bus_4;from_bus_5;from_bus_6;to_bus_0;to_bus_1;to_bus_2;to_bus_3;to_bus_4;to_bus_5;output_parameters;name;groups;conversion_factor_iip_steel_raw_iron;conversion_factor_sec_waste_heat_high_steel;conversion_factor_pri_coal;conversion_factor_iip_coke;conversion_factor_sec_elec_ind;conversion_factor_sec_heavy_fuel_oil;conversion_factor_iip_steel_blafu_slag;conversion_factor_iip_steel_sinter;flow_share_max_sec_hydrogen;conversion_factor_sec_methane;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;31.462;sec_methane;sec_hydrogen;sec_elec_ind;pri_coal;iip_coke;sec_heavy_fuel_oil;iip_steel_sinter;iip_steel_raw_iron;sec_waste_heat_high_steel;iip_steel_blafu_slag;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;{'max': array([1.        , 0.88527992, 0.70822573, 0.5311693 , 0.35411287,0.17705643, 0.        , 0.        , 0.        , 0.        ])};ind_steel_blafu_0--5;"{""group_0"": [""sec_methane"", ""sec_hydrogen""]}";1.0;2.0;4.7396;3.1158;0.6854;0.3714;0.25;0.9415;[0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];0.23129999999999998;0.23129999999999998
