type;carrier;tech;region;year;lifetime;capacity;from_bus_0;from_bus_1;from_bus_2;from_bus_3;to_bus_0;to_bus_1;to_bus_2;to_bus_3;output_parameters;name;groups;conversion_factor_iip_steel_sinter;conversion_factor_pri_coal;conversion_factor_sec_elec_ind;flow_share_max_sec_hydrogen;conversion_factor_sec_methane;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;36.995357274628;sec_methane;sec_hydrogen;sec_elec_ind;pri_coal;iip_steel_sinter;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;{'max': array([1.        , 0.92592488, 0.74074178, 0.55555634, 0.37037089,0.18518545, 0.        , 0.        , 0.        , 0.        ])};ind_steel_sinter_0--3;"{""group_0"": [""sec_methane"", ""sec_hydrogen""]}";1.0;1.4665;0.0809;[0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];0.06349999999999997;0.06349999999999997
