type;carrier;tech;region;year;lifetime;capacity;from_bus_0;from_bus_1;from_bus_2;from_bus_3;from_bus_4;to_bus_0;to_bus_1;to_bus_2;to_bus_3;output_parameters;name;groups;conversion_factor_exo_steel;conversion_factor_iip_heat_proc;conversion_factor_sec_elec_ind;conversion_factor_iip_steel_crudesteel;flow_share_max_sec_hydrogen;conversion_factor_sec_methane;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;42.6;sec_methane;sec_hydrogen;sec_elec_ind;iip_heat_proc;iip_steel_crudesteel;exo_steel;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;"{'max': array([1.        , 0.92592488, 0.74074178, 0.55555634, 0.37037089,
       0.18518545, 0.        , 0.        , 0.        , 0.        ])}";ind_steel_casting_0--10;"{""group_0"": [""sec_methane"", ""sec_hydrogen""]}";1.0;0.345;0.7749;1.0;[0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];1.5774000000000008;1.5774000000000008
