type;carrier;tech;storage_capacity;storage_capacity_cost;lifetime;fixed_costs;marginal_cost;efficiency;region;year;bus;name
storage;carrier;tech;[385000.0, 808000.0, 1270000.0, 2385000.0, 6390000.0, 14540000.0, 36000000.0, 36000000.0, 36000000.0, 36000000.0];[1040.0, 937.0, 833.0, 695.0, 608.0, 522.0, 470.0, 417.0, 417.0, 417.0];100;[7.37491e-05, 6.6374192e-05, 5.899928139e-05, 4.91660678e-05, 4.3020309e-05, 3.687455087e-05, 3.318709578e-05, 2.94996407e-05, 2.94996407e-05, 2.94996407e-05];[3.9212397395e-05, 3.52911576522e-05, 3.1369917913e-05, 2.6141598263e-05, 2.28738984783e-05, 1.9606198697e-05, 1.76455788261e-05, 1.568495895783e-05, 1.568495895783e-05, 1.568495895783e-05];99.0;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];sec_hydrogen;x2x_storage_hydrogen_retrofit_1--36
