type;amount;profile;region;year;bus;name
load;42.6;demand_timeseries_fixed_DE;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];exo_steel;helper_sink_exo_steel--32
