type;carrier;tech;capacity_cost;region;year;from_bus;to_bus;name
conversion;carrier;tech;[4500000.0, 3500000.0, 2500000.0, 1500000.0, 1332000.0, 1163000.0, 994000.0, 825000.0, 825000.0, 825000.0];DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];ch4;electricity;x2x_g2p_sofc_ls_1--15
