type;carrier;tech;region;year;lifetime;capacity_cost;from_bus_0;from_bus_1;from_bus_2;from_bus_3;to_bus_0;to_bus_1;to_bus_2;to_bus_3;name;groups;conversion_factor_iip_steel_sponge_iron;conversion_factor_sec_elec_ind;conversion_factor_iip_steel_iron_pellets;flow_share_max_sec_hydrogen;conversion_factor_sec_methane;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;100.0;sec_methane;sec_hydrogen;sec_elec_ind;iip_steel_iron_pellets;iip_steel_sponge_iron;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;ind_steel_sponge_1--9;"{""group_0"": [""sec_methane"", ""sec_hydrogen""]}";1.0;0.7;1.5;[72.22222222222223, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];11.000000000000002;11.000000000000002
