type;carrier;amount;marginal_cost;region;year;bus;name
commodity;sec_hydrogen_orig;9999;[nan, nan, nan, 68.2, 60.6, 53.1, 47.2, 41.4, 41.4, 41.4];DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];sec_hydrogen_orig;x2x_import_hydrogen_renewable--17
