type;carrier;tech;region;year;lifetime;capacity_cost;from_bus_0;from_bus_1;from_bus_2;from_bus_3;to_bus_0;to_bus_1;to_bus_2;to_bus_3;name;groups;conversion_factor_iip_steel_crudesteel;conversion_factor_sec_elec_ind;conversion_factor_iip_steel_raw_iron;flow_share_max_sec_hydrogen;conversion_factor_sec_methane;conversion_factor_sec_hydrogen
mimo;carrier;tech;DE;[2021, 2024, 2027, 2030, 2035, 2040, 2045, 2050, 2060, 2070];30;200.0;sec_methane;sec_hydrogen;sec_elec_ind;iip_steel_raw_iron;iip_steel_crudesteel;emi_co2_f_ind;emi_ch4_f_ind;emi_n2o_f_ind;ind_steel_oxyfu_1--5;"{""group_0"": [""sec_methane"", ""sec_hydrogen""]}";1.0;0.14;[0.9000000000000001, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9];[72.22222222222223, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];0.11000000000000001;0.11000000000000001
